place_name,place_id,categories,number,rating,address,lat,lng,photos,tourist,museum,amusement_park,natural,tour,zoo,photo_reference,photo_url
Disney's Winter Summerland,ChIJC-CBpYZ_3YgROoXgx9H8Ioc,"['point_of_interest', 'establishment']",901,4.6,"1534 Blizzard Beach Drive, Lake Buena Vista, FL 32830, United States",28.353600899999996,-81.57523509999999,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108730618353988540466"">Dave Johnston</a>'], 'photo_reference': 'CmRaAAAAFqwXP1RTN1ElHc9G0GjaPvPx9aVx9B2ntqYlHvAJ_0ETdeT3P85bDKM8JUrhVxr8onLt5qKt13O2mn2TOUmimfnJuxKFHpzqJx0yZGrvJuHu8T0p4mRM9myb8H-OIX5QEhAHr66ANKa4DgLPUGJly7PaGhSBsDCCblkmOafqH3l1pYbAASse_Q', 'width': 3456}]",0,0,0,0,0,0,CmRaAAAAFqwXP1RTN1ElHc9G0GjaPvPx9aVx9B2ntqYlHvAJ_0ETdeT3P85bDKM8JUrhVxr8onLt5qKt13O2mn2TOUmimfnJuxKFHpzqJx0yZGrvJuHu8T0p4mRM9myb8H-OIX5QEhAHr66ANKa4DgLPUGJly7PaGhSBsDCCblkmOafqH3l1pYbAASse_Q,https://lh3.googleusercontent.com/p/AF1QipPQlkhSGN-U8DI6T_AwyyqC539kJzsbjqE6hoZY=s1600-w500-h500
Muppet Vision 3D,ChIJBzO7nwJ_3YgRAyKIdQY2ejI,"['point_of_interest', 'establishment']",1536,4.5,"Muppets Courtyard, Reunion, FL 34747, United States",28.355096000000003,-81.559502,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100919750527682183713"">Aurelio Zuniga</a>'], 'photo_reference': 'CmRaAAAAHRcI7oogdXGOlnXosRL5iRT0xHTPcfoi_8_7-poAZUn_ZouWuvAqRtwWMFdjg3nPUIO3IjOD5RfqlGGe4nxE5sq93rPtd68DGvYmBn1cJPKDHjLqPwTKpZDD-Rt2jkUZEhClt5rDk_rrJZq-4aSeaox6GhR-QGGjugXVNI5A5XFCvAoOvSRrRg', 'width': 5184}]",0,0,0,0,0,0,CmRaAAAAHRcI7oogdXGOlnXosRL5iRT0xHTPcfoi_8_7-poAZUn_ZouWuvAqRtwWMFdjg3nPUIO3IjOD5RfqlGGe4nxE5sq93rPtd68DGvYmBn1cJPKDHjLqPwTKpZDD-Rt2jkUZEhClt5rDk_rrJZq-4aSeaox6GhR-QGGjugXVNI5A5XFCvAoOvSRrRg,https://lh3.googleusercontent.com/p/AF1QipPo4OwR3LdaXslJogngdXaW9kPX5hbH_R7i4jV6=s1600-w500-h500
Na'vi River Journey,ChIJLUp44o9-3YgRHynBIZap5jo,"['tourist_attraction', 'point_of_interest', 'establishment']",303,3.4,"2901 W Osceola Pkwy Suite B, Orlando, FL 32830, United States",28.355217,-81.5916872,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114889088197739381184"">Fabricio Yui</a>'], 'photo_reference': 'CmRaAAAAk6uF7_WdI_EShuxTSSZ54ZSK7xgyHsoXzlaQN6d0CMVBqMnVwf_LGsMwjuhv6KcjBnc1N0gMUNwVkIk05BSrlMhvhZCpiK-OcO10DDwpRQLVs9b0qsyL8yRtAhKhZl3OEhClkDAO8FsbvoWcMpgTAiL_GhTYfEIGGDadvgpbT8j8ykwgGB2usQ', 'width': 4032}]",1,0,1,0,0,0,CmRaAAAAk6uF7_WdI_EShuxTSSZ54ZSK7xgyHsoXzlaQN6d0CMVBqMnVwf_LGsMwjuhv6KcjBnc1N0gMUNwVkIk05BSrlMhvhZCpiK-OcO10DDwpRQLVs9b0qsyL8yRtAhKhZl3OEhClkDAO8FsbvoWcMpgTAiL_GhTYfEIGGDadvgpbT8j8ykwgGB2usQ,https://lh3.googleusercontent.com/p/AF1QipPEF539Jx2wfKgbipULjACNx5QxgmMZVbuAqXrt=s1600-w500-h500
Alien Swirling Saucers,ChIJM9eRgUx_3YgRB9ucze_z934,"['tourist_attraction', 'point_of_interest', 'establishment']",86,4.3,"Disney's Hollywood Studios, 351 S Studio Dr N, Orlando, FL 32830, United States",28.355344399999996,-81.56246490000001,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118279382863893792816"">Jason Vaters</a>'], 'photo_reference': 'CmRaAAAAa9zfZExx46qt55-EEYlnB3Ds-rAvpDi7bxvSN0XKIVcHb7l0HdNocqpu9ZelmEKXJDic_ZbTzzZusFvjwH2EKnIP0c6kjELIDXCay73Aeb8IBLHz3ivExbxkvWjQnSJ5EhBLpdEFsaTA6eeLdCaCxLwlGhReZFzh4cXJlb-I9Ri-5LvwG1E6Kw', 'width': 4000}]",1,0,1,0,0,0,CmRaAAAAa9zfZExx46qt55-EEYlnB3Ds-rAvpDi7bxvSN0XKIVcHb7l0HdNocqpu9ZelmEKXJDic_ZbTzzZusFvjwH2EKnIP0c6kjELIDXCay73Aeb8IBLHz3ivExbxkvWjQnSJ5EhBLpdEFsaTA6eeLdCaCxLwlGhReZFzh4cXJlb-I9Ri-5LvwG1E6Kw,https://lh3.googleusercontent.com/p/AF1QipOm5PawG2ZNM6dDUSPkZ4DiDecztH-xg-Q16fzA=s1600-w500-h500
Star Tours – The Adventures Continue,ChIJrdUrkgJ_3YgReMIU8wYzmPI,"['amusement_park', 'point_of_interest', 'establishment']",690,4.6,"351 S Studio Dr N, Orlando, FL 32830, United States",28.355494300000004,-81.5587382,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104777511382294247393"">b de</a>'], 'photo_reference': 'CmRZAAAAPPNoS0IgB3BpCmX1AelQKiqvNy8ffDqo9rwlgSLrgOQPSY0MgrJf8JDuHn4NYx6Oq9MIRoWXzaQqnp5LypothPy0r89gTyZBKZs1y7i-_TyJVcTRgqzwQ5jgdYmRxdPyEhA0sEZS1M-12HKL4yn-q-acGhRXJEgAlVowcsn8nJ8rDb_Hs4FdjQ', 'width': 2048}]",0,0,0,0,0,0,CmRZAAAAPPNoS0IgB3BpCmX1AelQKiqvNy8ffDqo9rwlgSLrgOQPSY0MgrJf8JDuHn4NYx6Oq9MIRoWXzaQqnp5LypothPy0r89gTyZBKZs1y7i-_TyJVcTRgqzwQ5jgdYmRxdPyEhA0sEZS1M-12HKL4yn-q-acGhRXJEgAlVowcsn8nJ8rDb_Hs4FdjQ,https://lh3.googleusercontent.com/p/AF1QipM0x_gNnHwqyUsB2n5VMQznXoQvW7V4N9Lsgj0=s1600-w500-h500
Avatar Flight of Passage,ChIJw4ci_I9-3YgRlc53KntyI9k,"['travel_agency', 'point_of_interest', 'establishment']",915,4.7,"2901 W Osceola Pkwy Suite C, Orlando, FL 32830, United States",28.355567200000003,-81.5922259,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109798527982197860009"">Fernando Rinaldi</a>'], 'photo_reference': 'CmRaAAAAltOgtxSwprH9JddDDgk3Vn_pJflPu4M4Ywi_T8EgD9LHxT3K-06fS6O9XfvZX4YbjMfFqbuyDoMzl00JXbtf-hIG9LMaXhTnIIZkb08ukCb7RfImIvZXXmVecNVRL3mUEhAKB42_QSsPx7fCQNGweIwZGhTzq53tRkxa0tlll7z4smNUEO39xQ', 'width': 4032}]",0,0,0,0,1,0,CmRaAAAAltOgtxSwprH9JddDDgk3Vn_pJflPu4M4Ywi_T8EgD9LHxT3K-06fS6O9XfvZX4YbjMfFqbuyDoMzl00JXbtf-hIG9LMaXhTnIIZkb08ukCb7RfImIvZXXmVecNVRL3mUEhAKB42_QSsPx7fCQNGweIwZGhTzq53tRkxa0tlll7z4smNUEO39xQ,https://lh3.googleusercontent.com/p/AF1QipN21z8yno1TYh2Kh-0QVaRNjix1FoLqRQEIgYa_=s1600-w500-h500
Slinky Dog Dash,ChIJN7cZMDx_3YgRDnxOz3U4LfE,"['tourist_attraction', 'point_of_interest', 'establishment']",252,4.6,"Disney's Hollywood Studios, 351 S Studio Dr N, Orlando, FL 32830, United States",28.3562479,-81.5628375,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111365141845085934496"">Chris Doncer</a>'], 'photo_reference': 'CmRaAAAAuSgQ9Fhbr4tNRCsLtFJ27pSRhLaMi687JdYcMTsR5ipDqgDIzROJ4NiHFrc3PSvSZLDntzqy_N732qJQwr_lent03HQvW6A5LZMs0G2H-8dc2kfaRhj0-REdotcTJXiEEhAwydFocrk6QuPC_9whhzXuGhTXWZubvxOlU3ZBpCdsUB3CD1hfrQ', 'width': 3024}]",1,0,1,0,0,0,CmRaAAAAuSgQ9Fhbr4tNRCsLtFJ27pSRhLaMi687JdYcMTsR5ipDqgDIzROJ4NiHFrc3PSvSZLDntzqy_N732qJQwr_lent03HQvW6A5LZMs0G2H-8dc2kfaRhj0-REdotcTJXiEEhAwydFocrk6QuPC_9whhzXuGhTXWZubvxOlU3ZBpCdsUB3CD1hfrQ,https://lh3.googleusercontent.com/p/AF1QipNXcYo0tKUbhZUfXj51q-btkTwcBlwS9Md2XHsR=s1600-w500-h500
Toy Story Mania!,ChIJRaCxCv1-3YgRCANcqTgT5A0,"['amusement_park', 'point_of_interest', 'establishment']",1757,4.7,"351 S Studio Dr N, Orlando, FL 32830, United States",28.3563415,-81.56191729999999,"[{'height': 3672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116493122663165233067"">Douglas Lattman</a>'], 'photo_reference': 'CmRaAAAACP8nOJb7U7ZXbff3ip-X1vUL2dcpZz1rOGhPLYyMhxtQUizJFaV_T-ujfJyoV_INGHqchZ3qCQohJd5gk36vPht6JHnW48j_eglNTTW1int2QkD6DEz84QDxAZw3fjl3EhAAV3xn-Nc9zNAlXMVrLvOvGhQ3wjJ12yd6-AzHTlLXhmc8Ni9arQ', 'width': 4896}]",0,0,0,0,0,0,CmRaAAAACP8nOJb7U7ZXbff3ip-X1vUL2dcpZz1rOGhPLYyMhxtQUizJFaV_T-ujfJyoV_INGHqchZ3qCQohJd5gk36vPht6JHnW48j_eglNTTW1int2QkD6DEz84QDxAZw3fjl3EhAAV3xn-Nc9zNAlXMVrLvOvGhQ3wjJ12yd6-AzHTlLXhmc8Ni9arQ,https://lh3.googleusercontent.com/p/AF1QipMUvGLxZyZA67eiVNBtsKrDDZeazv1IHBbmXCPL=s1600-w500-h500
TriceraTop Spin,ChIJiQ37FI5-3YgROJP3MzW3PFw,"['tourist_attraction', 'point_of_interest', 'establishment']",451,4.3,"Dinoland U.S.A., Kissimmee, FL 34747, United States",28.3563576,-81.5881348,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107452799305583853969"">Todd Fogleman</a>'], 'photo_reference': 'CmRaAAAAIPFdoe5xcbHlsKu4C_hFh2A-LI1G1P-9HCn6laPc_bQHVj1Jb81Cx2dw92EHs5rYhdvUlFR78skFj0L0z3V1UGvwGuMYZBy6aun5jlfPjzK6i7s6rQj_iXzOSb6XbErtEhD6QTic0hpPyp9b4ThEF19JGhTMPYMLhuBUIfhIXYwHkBeKCMmDPg', 'width': 4032}]",1,0,1,0,0,0,CmRaAAAAIPFdoe5xcbHlsKu4C_hFh2A-LI1G1P-9HCn6laPc_bQHVj1Jb81Cx2dw92EHs5rYhdvUlFR78skFj0L0z3V1UGvwGuMYZBy6aun5jlfPjzK6i7s6rQj_iXzOSb6XbErtEhD6QTic0hpPyp9b4ThEF19JGhTMPYMLhuBUIfhIXYwHkBeKCMmDPg,https://lh3.googleusercontent.com/p/AF1QipNj5MOO4H8gx4F5UO4xY9_Xn2uUdE9GV3-EruiZ=s1600-w500-h500
Primeval Whirl,ChIJ6bUlDY5-3YgRLhrOLCO73RM,"['tourist_attraction', 'point_of_interest', 'establishment']",643,4.2,"Dinoland U.S.A., Kissimmee, FL 34747, United States",28.356437800000002,-81.5878234,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117554238727541225440"">A Google User</a>'], 'photo_reference': 'CmRaAAAA5unkWQDn5llLuplcv6Sg33ED7bTFjsiO7QWvoQOHYiDwekylf-rVwX2H4MyiOfC5SEvdJNdfxPlIu18gKM1ITHiqKEYyCLHN_i-sXXOChf98LREK6AnK1P-FxmqG-AjDEhAsKzSZMrfuQxAZXe8shJ9zGhT8jRuJx7TFG1dlDUiXLCcFvIkndQ', 'width': 4096}]",1,0,1,0,0,0,CmRaAAAA5unkWQDn5llLuplcv6Sg33ED7bTFjsiO7QWvoQOHYiDwekylf-rVwX2H4MyiOfC5SEvdJNdfxPlIu18gKM1ITHiqKEYyCLHN_i-sXXOChf98LREK6AnK1P-FxmqG-AjDEhAsKzSZMrfuQxAZXe8shJ9zGhT8jRuJx7TFG1dlDUiXLCcFvIkndQ,https://lh3.googleusercontent.com/p/AF1QipPdYDJBdV-myn__huy4Yt4U1numad1vqqR2e84i=s1600-w500-h500
Indiana Jones™ Epic Stunt Spectacular!,ChIJbyChZwJ_3YgRn6JnnfqIplg,"['point_of_interest', 'establishment']",451,4.6,"Kissimmee, FL 34747, United States",28.356694800000003,-81.5586983,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114835923502154370765"">Michael Hill</a>'], 'photo_reference': 'CmRaAAAAZWt-VZ6kpBgPq5u45tR9C6KYqHfCSTXBNyLrNHg8bUwlxKpj5CFOzM6v1fadHr7hhbH1thZ1WKsKhLU5tgleZHi1R60fmxD4eK8yi7L6kwzA2IrJkf4FkJU4HT-r-9fBEhBZpYiVazc5VLzRtzlZGUf-GhSndNcqfO1ZKunnv1dUAwCabTYJFA', 'width': 4032}]",0,0,0,0,0,0,CmRaAAAAZWt-VZ6kpBgPq5u45tR9C6KYqHfCSTXBNyLrNHg8bUwlxKpj5CFOzM6v1fadHr7hhbH1thZ1WKsKhLU5tgleZHi1R60fmxD4eK8yi7L6kwzA2IrJkf4FkJU4HT-r-9fBEhBZpYiVazc5VLzRtzlZGUf-GhSndNcqfO1ZKunnv1dUAwCabTYJFA,https://lh3.googleusercontent.com/p/AF1QipOENYHn_LnkIk-kQ9DyxjcqnbTAgx4SntlpB1fS=s1600-w500-h500
Mickey & Minnie's Runaway Railway,ChIJ2dxjutJ_3YgRr47-kFrPeg8,"['point_of_interest', 'establishment']",26,4.6,"351 S Studio Dr N, Lake Buena Vista, FL 32830, United States",28.3567285,-81.5606499,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115685171135541835062"">A Google User</a>'], 'photo_reference': 'CmRaAAAApvDd_nRDboU_z83L8D5BETo5Ov5WnwfSizcpbf5rD5G5qXhE89o75djghfqaSAjRWK5M--fj9uYlBxT07H_6ajeDG54wh4QfRNWnLfxWjiMYNr-PVWIr248QjoYycMcBEhAuaW_JFrhH2Qig17IaVwNiGhQfZl4y39lIQ5yEVhU0iPxnGsEsBg', 'width': 3212}]",0,0,0,0,0,0,CmRaAAAApvDd_nRDboU_z83L8D5BETo5Ov5WnwfSizcpbf5rD5G5qXhE89o75djghfqaSAjRWK5M--fj9uYlBxT07H_6ajeDG54wh4QfRNWnLfxWjiMYNr-PVWIr248QjoYycMcBEhAuaW_JFrhH2Qig17IaVwNiGhQfZl4y39lIQ5yEVhU0iPxnGsEsBg,https://lh3.googleusercontent.com/p/AF1QipOeSGgKH8ytB8xFQvbQydZu3GrU3q7oJ6dLpjDO=s1600-w500-h500
Discovery Island Trails,ChIJcVq0oo9-3YgRRo8SQBrENMs,"['tourist_attraction', 'point_of_interest', 'establishment']",78,4.6,"Discovery Island, Kissimmee, FL 34747, United States",28.356949,-81.5906154,"[{'height': 2643, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113612981565269757004"">Javier Sulti</a>'], 'photo_reference': 'CmRaAAAAWKL6VYMCL3DWSQuPBTVtdSb-5sw08hKdsmQ66929A5bxp88COyGFbVeJux9UoEOGrzeG08yCVxMyn54zPFVe7EAWrV0re3yYeHt9ySFcSY04_8fpT11lWDgAHAHqhIxHEhC0MzN7jDUKlI7Uem3tA7WNGhSrRoEAoppjNe_X6h1VMjchIEgFMw', 'width': 2765}]",1,0,1,0,0,0,CmRaAAAAWKL6VYMCL3DWSQuPBTVtdSb-5sw08hKdsmQ66929A5bxp88COyGFbVeJux9UoEOGrzeG08yCVxMyn54zPFVe7EAWrV0re3yYeHt9ySFcSY04_8fpT11lWDgAHAHqhIxHEhC0MzN7jDUKlI7Uem3tA7WNGhSrRoEAoppjNe_X6h1VMjchIEgFMw,https://lh3.googleusercontent.com/p/AF1QipPDcWFJKrGXlYlqzdfx7E95GK9rpW-wEzoxi3zw=s1600-w500-h500
Walt Disney Presents,ChIJwykHmP1-3YgRXYLdn-seDro,"['museum', 'point_of_interest', 'establishment']",89,4.7,"745 Stage Ln, Orlando, FL 32830, United States",28.3570603,-81.5610092,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107259210136391778739"">Steve Hyson</a>'], 'photo_reference': 'CmRaAAAACltqpu2-0iOOh5ExvgbenogjtmkXS9Xkw5B5RJq0y2nZ8Bgjma6qvzi76xHgL8K6l7sGklHGoJ4M_Jfcbej3Cl-3KS9m9ugcogSA0W1NPrWW6c4WdUx6VoLph0sLvGq3EhArdaLp_848jRU3uVtnyHizGhSuOk13g_h9oadRYU22vRvf2uIgqg', 'width': 5333}]",0,1,0,0,0,0,CmRaAAAACltqpu2-0iOOh5ExvgbenogjtmkXS9Xkw5B5RJq0y2nZ8Bgjma6qvzi76xHgL8K6l7sGklHGoJ4M_Jfcbej3Cl-3KS9m9ugcogSA0W1NPrWW6c4WdUx6VoLph0sLvGq3EhArdaLp_848jRU3uVtnyHizGhSuOk13g_h9oadRYU22vRvf2uIgqg,https://lh3.googleusercontent.com/p/AF1QipPCJ722vCZHDe3JkDhuCr1ywmSxF31mDrd4drZT=s1600-w500-h500
Florida Surf Museum,ChIJN1uu-Iyn4IgRQhnA7SL77W4,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",23,3.8,"4275 N Atlantic Ave, Cocoa Beach, FL 32931, United States",28.357256,-80.6077982,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100238104410579364312"">Joseph Mayer</a>'], 'photo_reference': 'CmRaAAAADHOIjAjTqbQbONi-E00RyxDjqIQZndrKfS8Fp5um6VTT8No90KA1ebNY3EKh_kKS60EqM4TUidZkB0SHPR5dJsCHL9X7lAkA0z1WvsnBJTH542tVQmf3I9igIoGV5FPNEhD-yVI0bs4q8ulx2JUUqavRGhSm7zusUKdK37a6hXsdpUS2MIp2-A', 'width': 2048}]",1,1,1,0,0,0,CmRaAAAADHOIjAjTqbQbONi-E00RyxDjqIQZndrKfS8Fp5um6VTT8No90KA1ebNY3EKh_kKS60EqM4TUidZkB0SHPR5dJsCHL9X7lAkA0z1WvsnBJTH542tVQmf3I9igIoGV5FPNEhD-yVI0bs4q8ulx2JUUqavRGhSm7zusUKdK37a6hXsdpUS2MIp2-A,https://lh3.googleusercontent.com/p/AF1QipNEiE4L8hbwFPzoptV8PfBDUGGm6PqI-lzbE6bP=s1600-w500-h500
Voyage of the Little Mermaid,ChIJe32flf1-3YgRpiqUDMr0nVA,"['tourist_attraction', 'point_of_interest', 'establishment']",706,4.5,"351 Studio Dr N, Lake Buena Vista, FL 32830, United States",28.357505800000002,-81.5609436,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106171151015418422514"">Jason Berrang</a>'], 'photo_reference': 'CmRaAAAAeCAOO5lZAr3OHTQdLyfvxEuROyyMWEf5Onq88zH7Gn9oEPMigTqztia6UWfWWkwgDb0fYZYLMOzwIIVVU3D8jIetjZexMsPOOYq1fYODvedmc0wVTYL1QbybjpEvSNu9EhCHAfgdSCX67uv91jgZY70qGhQu0-wR9k1q9_fciv9wM0JmrBRw7w', 'width': 4032}]",1,0,1,0,0,0,CmRaAAAAeCAOO5lZAr3OHTQdLyfvxEuROyyMWEf5Onq88zH7Gn9oEPMigTqztia6UWfWWkwgDb0fYZYLMOzwIIVVU3D8jIetjZexMsPOOYq1fYODvedmc0wVTYL1QbybjpEvSNu9EhCHAfgdSCX67uv91jgZY70qGhQu0-wR9k1q9_fciv9wM0JmrBRw7w,https://lh3.googleusercontent.com/p/AF1QipMY7D5gGjrT522aNJKOtda4IWgnyddSlAaHwbDH=s1600-w500-h500
It's Tough to be a Bug!® .,ChIJm8a6qY9-3YgRJ2fHuFhjako,"['tourist_attraction', 'point_of_interest', 'establishment']",328,4.5,"Discovery Island, Reunion, FL 34747, United States",28.3576049,-81.59022990000001,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109350255013757943232"">A Google User</a>'], 'photo_reference': 'CmRaAAAAFHXspOnZDWapPH6kow5-KLHHdG19wse_FovxAqefCAR9ElqCVwbSZabhEJVwKBU6TycllW2h6dKaT6z60YtXxfMYJBJeRXmq5SudnskUmrATNhGjRPOfMEH0zVdOHcxFEhDpBxD69rhvb3RFNwBymPMRGhSVb6zSebmmw3Avyy7tuI9cPFhRKg', 'width': 4096}]",1,0,1,0,0,0,CmRaAAAAFHXspOnZDWapPH6kow5-KLHHdG19wse_FovxAqefCAR9ElqCVwbSZabhEJVwKBU6TycllW2h6dKaT6z60YtXxfMYJBJeRXmq5SudnskUmrATNhGjRPOfMEH0zVdOHcxFEhDpBxD69rhvb3RFNwBymPMRGhSVb6zSebmmw3Avyy7tuI9cPFhRKg,https://lh3.googleusercontent.com/p/AF1QipOzB6DfWAZlFBq-A4q6rkVU6I5Wfd5tfWVfX5A7=s1600-w500-h500
Adventurers Outpost,ChIJSyenqo9-3YgR0NoqSa8cd0M,"['tourist_attraction', 'point_of_interest', 'establishment']",18,4.5,"Discovery Island, Kissimmee, FL 34747, United States",28.3580243,-81.5898619,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112737036955709020826"">Eric Hersey</a>'], 'photo_reference': 'CmRaAAAACNuhoRlNsDOhwxb07F3J-padL4QYT2rIXJODTuAJDgGNeTKwUNuMEAMfmV88Ony4DJhg1KsI9dee0lOLcV14-I9XUy_5q7bLYdEnV6GPtnaVHXqFWg54qsAYjtHoWeM8EhDAFEnJD9dEf5uup0NBiZ3QGhRYlCeWw8oIKi6nzkzIUPdhcJr_0Q', 'width': 4032}]",1,0,1,0,0,0,CmRaAAAACNuhoRlNsDOhwxb07F3J-padL4QYT2rIXJODTuAJDgGNeTKwUNuMEAMfmV88Ony4DJhg1KsI9dee0lOLcV14-I9XUy_5q7bLYdEnV6GPtnaVHXqFWg54qsAYjtHoWeM8EhDAFEnJD9dEf5uup0NBiZ3QGhRYlCeWw8oIKi6nzkzIUPdhcJr_0Q,https://lh3.googleusercontent.com/p/AF1QipNJhyUYgEc6QQ6_qG-6cvirXrqp2B68vQgkWiMp=s1600-w500-h500
Kali River Rapids,ChIJwTYUlY5-3YgRNQ0ebT05Pj4,"['point_of_interest', 'establishment']",59,4.0,"Disney's Animal Kingdom Theme Park Asia, Kissimmee, FL 34747, United States",28.3592822,-81.5883329,"[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106406682451199161229"">A Google User</a>'], 'photo_reference': 'CmRaAAAA5T_YZZ4obnKPaa2uvP4TxBkXs6Eygs9rTVeAW48SRX0-Uq_U10c7Y0qAT0wQpPNfGtzW3pbEZRLLhSKs_xB7znvnBbdPn8gncEARgI29IF37xeFuDwKm524Tg7l6OwFTEhA3PRkcA5g7vV6a5t_6Bfq4GhQ4i6qgg_ouyzWsUypqQu2HNjwtYw', 'width': 4629}]",0,0,0,0,0,0,CmRaAAAA5T_YZZ4obnKPaa2uvP4TxBkXs6Eygs9rTVeAW48SRX0-Uq_U10c7Y0qAT0wQpPNfGtzW3pbEZRLLhSKs_xB7znvnBbdPn8gncEARgI29IF37xeFuDwKm524Tg7l6OwFTEhA3PRkcA5g7vV6a5t_6Bfq4GhQ4i6qgg_ouyzWsUypqQu2HNjwtYw,https://lh3.googleusercontent.com/p/AF1QipMWxSZzeXYs5d5IlBHueQzlYcwIVNGHjfQB6A2p=s1600-w500-h500
Maharajah Jungle Trek,ChIJPdR7v45-3YgRyhKTFFI9Ayc,"['tourist_attraction', 'zoo', 'point_of_interest', 'establishment']",116,4.5,"2901 W Osceola Pkwy, Orlando, FL 32830, United States",28.3594101,-81.5890387,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110241020271989972485"">A Google User</a>'], 'photo_reference': 'CmRaAAAAk3xrCQ34JftdaZFJO4A1CtaNHAH9JWK49PvO1m1hKVf3aohm-ejDA4AaCt_qSlWAnCdFV40TSP1jz3kjd9DcEcBYv_NXz2l8s8zHrBRqL7CUnAZrZgOpBtA9G2v2C7v4EhAV3fLEqJ3Orj4gzSpiW_YtGhTL3Mn1HBalyCKy196OOwSfqy0RTQ', 'width': 4096}]",1,0,1,0,0,1,CmRaAAAAk3xrCQ34JftdaZFJO4A1CtaNHAH9JWK49PvO1m1hKVf3aohm-ejDA4AaCt_qSlWAnCdFV40TSP1jz3kjd9DcEcBYv_NXz2l8s8zHrBRqL7CUnAZrZgOpBtA9G2v2C7v4EhAV3fLEqJ3Orj4gzSpiW_YtGhTL3Mn1HBalyCKy196OOwSfqy0RTQ,https://lh3.googleusercontent.com/p/AF1QipOVfCBXihPtxB8lbkt60skO-tOk_4oAn7cdnhT1=s1600-w500-h500
Rock 'n' Roller Coaster Starring Aerosmith,ChIJBYHKf_5-3YgRdJ2QzwG6JXY,"['amusement_park', 'point_of_interest', 'establishment']",1474,4.7,"351 S Studio Dr N, Orlando, FL 32830, United States",28.3594815,-81.5610081,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113781520686381990022"">Bruce Chang</a>'], 'photo_reference': 'CmRZAAAABqL1ELuIaDUUSz8h9nM5hQgdiLFUJhy0-GpcTMxkJvP1rxX5epAO-V2hK1AP3WlyBbcWC5bDWrdYtxSF5kGArGNxlrCr4vY9pTYSjSvlG1dd1krrT2X1A962dJDCUN4HEhAKYVkz82ezRB3zx86JwYbNGhSTohux2Ch5-DgdTWZZaiAoxtyLcg', 'width': 5312}]",0,0,0,0,0,0,CmRZAAAABqL1ELuIaDUUSz8h9nM5hQgdiLFUJhy0-GpcTMxkJvP1rxX5epAO-V2hK1AP3WlyBbcWC5bDWrdYtxSF5kGArGNxlrCr4vY9pTYSjSvlG1dd1krrT2X1A962dJDCUN4HEhAKYVkz82ezRB3zx86JwYbNGhSTohux2Ch5-DgdTWZZaiAoxtyLcg,https://lh3.googleusercontent.com/p/AF1QipMHYXiWCIf680rx20yrGD81PlhlOuSzzbB9kZc=s1600-w500-h500
