,place_name,place_id,categories,number,rating,address,lat,lng,photos
331,Captain Mike's Swimming with the Manatees,ChIJu2w9w-8-6IgRJAL72lpzbCc,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",308.0,4.5,"654 W Fort Island Trail, Crystal River, FL 34429, United States",28.881999600000004,-82.58314539999998,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100702525254783768629"">Ralph Viola</a>'], 'photo_reference': 'CmRaAAAA6DhdFNkt8KQk-s49uT6AVg4GvXa2H4aquaounQixIhw9pk_dKqE98l-HMTldhS3wnKCMV4buETqPvkp1FC0pMEPUvH8QtfiSgpP2n-xU_Sm5FV3zmBbM-WV8iTpcSpxCEhCJh5C4wCfzsU3PmEbFGKrNGhR352yres7DT4XtlcpHtCaCXQJZ3A', 'width': 4608}]"
96,Old Davie School Historical Museum,ChIJb8z4hzWo2YgRhCjTEonHoM8,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",306.0,4.5,"6650 Griffin Rd, Davie, FL 33314, United States",26.064356,-80.23566,"[{'height': 902, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102662715915734159907"">A Google User</a>'], 'photo_reference': 'CmRaAAAA9GyfaDKYNyOJ8md8tYRBH6rCyLHKG98OlikWXc0ThsCnzZZSCiRdMU4bUip_2ogEgCbNjtPjfCBJ1dJRYX0zEjCkS8LXPkrL8LiUilNgs-D_qvA1VdClHa8nVIkIldSKEhCtz5qT9Co8orPaXiXdn2cCGhRo-I5Mf7_T01vhHTrWzC0HpUTt6Q', 'width': 1502}]"
456,Na'vi River Journey,ChIJLUp44o9-3YgRHynBIZap5jo,"['tourist_attraction', 'point_of_interest', 'establishment']",303.0,3.4,"2901 W Osceola Pkwy Suite B, Orlando, FL 32830, United States",28.355217,-81.5916872,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114889088197739381184"">Fabricio Yui</a>'], 'photo_reference': 'CmRaAAAAk6uF7_WdI_EShuxTSSZ54ZSK7xgyHsoXzlaQN6d0CMVBqMnVwf_LGsMwjuhv6KcjBnc1N0gMUNwVkIk05BSrlMhvhZCpiK-OcO10DDwpRQLVs9b0qsyL8yRtAhKhZl3OEhClkDAO8FsbvoWcMpgTAiL_GhTYfEIGGDadvgpbT8j8ykwgGB2usQ', 'width': 4032}]"
16,Cade Museum for Creativity and Invention,ChIJCxgEbpOj6IgRX2GBPVg5Xik,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",303.0,4.5,"811 S Main St, Gainesville, FL 32601, United States",29.6437271,-82.3248136,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114084511407043731016"">Boyd Pellett</a>'], 'photo_reference': 'CmRaAAAAdrsSC05v-hLgd3P63ZqBz81irjKya9s1IY0nFzShimbDr2V4ePV_KvgtN8NwFzLfmjzjy1jNvEaXXktvVJ1vsSRUXIL9bbvn83peHgYhpFHOhS0QNe0xnkfv1WynGIlHEhBVQ72XLbicQq6TYrQ8clr8GhT2RTthgBq3JB_7QwzvZWcOfneArQ', 'width': 1920}]"
492,Skydive Key West,ChIJmZe8Ptb_0IgRHMNLZziJabs,"['point_of_interest', 'establishment']",303.0,5.0,"5 Bat Tower Rd, Summerland Key, FL 33042, United States",24.6483609,-81.57364799999998,"[{'height': 532, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108295900175459222101"">Skydive Key West</a>'], 'photo_reference': 'CmRaAAAA1KMu8B0mgnJtLtkURgRNXga2qlu542lsYsa23vfoM-qyfNs_QAadqcOOMeWkAE2dxefkm9hlD3v_ULIZAHoGpajPAHu8slhnTaomGus1tlUP2j93yWuGPGp0qjxP1TFfEhCcX-Yf7ARJa8xKPb8vfKyrGhTRCbFcuaNgDVQW8cBISChljMDBQQ', 'width': 946}]"
61,National Key Deer Refuge Nature Center,ChIJCxZIVmb80IgRQFl4k1eXOsU,"['tourist_attraction', 'travel_agency', 'park', 'point_of_interest', 'establishment']",300.0,4.5,"30587 Overseas Hwy, Big Pine Key, FL 33043, United States",24.6697882,-81.35451019999998,"[{'height': 3265, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109641814306542621289"">Ryan Brockman</a>'], 'photo_reference': 'CmRaAAAA3uCiQPTm-bBFSQo_a4zS6tbRbSYtBdpeHGSq1zRcR5dfmmaGLbYv5sirryMiBzOU3SiunyyfWcnvsAWeeulzWD5DziuNm4L4IimU-WnfaUc7ndxSaFuDSdLQOoibjypBEhAFPXJwqdxijGHqswSypSUzGhTvlDnpqU-jMmlJXQs4U4Yyuw1OGQ', 'width': 4898}]"
283,The Fort Lauderdale Antique Car Museum,ChIJUbTjhYoA2YgRA2M3-wNGx4I,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",299.0,4.7,"1527 SW 1st Ave, Fort Lauderdale, FL 33315, United States",26.1022228,-80.143534,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107410397978635893553"">Rey Lopez</a>'], 'photo_reference': 'CmRaAAAAp2p0W13LvoVNDaimoOlH3S6KclLM_5Qw_sD7beUxFMPAoHN6hZzNB4wVzw0109KAzZ5pi1zFJj4g_uxgWyYNhYFgxuncUx2VPtXAguKaKMKFlVQ2MN7cA0ukRUWZuEpbEhB8fczAmboUZyKYOJXIQk3iGhQHQCTjeskYUnF-e0bmR4Shwkrqeg', 'width': 4032}]"
31,Crane Point,ChIJv7LuybLe0IgRtF1HaL_uPhs,"['museum', 'park', 'point_of_interest', 'establishment']",298.0,4.6,"5550 Overseas Hwy, Marathon, FL 33050, United States",24.716886600000002,-81.0751537,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117484782192655147924"">P B</a>'], 'photo_reference': 'CmRaAAAAiHfolmHM7YRXKLoHjQq7jr2Zt1TZOssRWnJxiT_KrqoWos8UdLyb52oz3BemBLaedmdMwBRcoAHmPStuEP736UoazQg7-DI-f2YaP2JdsmUVvlgKFGg6o97Nk4hxIpK9EhC57NK9ymo-FykL9QtMrWTMGhQxqT6jRy1YPZg_kbSLRpx8d4pzUg', 'width': 4032}]"
297,Villa Zorayda Museum,ChIJ8WFxX5Qn5IgRGlZQmbqM4qM,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",298.0,4.4,"83 King St, St. Augustine, FL 32084, United States",29.891579999999998,-81.31513100000001,"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117461102392818085144"">Villa Zorayda Museum</a>'], 'photo_reference': 'CmRaAAAAziVVKEOn5J0lkXBOcwPl3xMioDxjinnvNUeRyvYO-N8OF02He2xg30POJp3VhXuw9gi8NCF8i7LiakdTeJwecBLGDrGpSJP34T-Y-M6qheWqUAkj4gU1WLn8PFbNAci7EhD-gRbRP6GM21rvc7dwXw0iGhQeIsLrys-gzjMlZCG_-fTDE49HlA', 'width': 2592}]"
156,Cedar Key Museum State Park,ChIJjXgWbc6o6YgRNqM8antmH4I,"['museum', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",295.0,4.4,"12231 SW 166th Ct, Cedar Key, FL 32625, United States",29.150564399999997,-83.04797549999998,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111985982306523432380"">Donna Petsinger</a>'], 'photo_reference': 'CmRaAAAAsL5pas412RCjlPDg7u75wzhyoFBipRwNyh3s_vxu_pTxdkZLje5zqLExgfTTQzBiUEwo8LyLcFdPbQKJ7NJ2aR1msX0nWzaNSssZDrwIGhzSpxDxgt68tPl_yRKZiUbJEhAQlcUZQURQ9ZS0WKnvDRkeGhRhvpybBpAp7W57elj90p8luZ7HEw', 'width': 3120}]"
271,Spanish Military Hospital Museum,ChIJaXSQbL4n5IgRxHmsY-feWgY,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",291.0,4.6,"3 Aviles St, St. Augustine, FL 32084, United States",29.891864399999996,-81.31157569999998,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117153214615984392133"">Spanish Military Hospital Museum</a>'], 'photo_reference': 'CmRaAAAAdgNPagDfu72HD7Hq1-ezq71srMSGpBMjUXrMGcvlo_qgr2rHs-eOB-t-rzG2g80dQJU8Vh4aIGa2vv9udiTY0-u6HNxMrlZqDg59xg_p8gRNhV65pOdidLMhWGBU_3DVEhAaoC0K3fqt6dvUwb0mmU6xGhTnhyg7P4gEVuy4X0ggm3dyj_3zuQ', 'width': 2048}]"
229,The Mennello Museum of American Art,ChIJlcJ_05B654gRLlHWvJUolWg,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",290.0,4.5,"900 E Princeton St, Orlando, FL 32803, United States",28.570012,-81.3673,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110744703925283145216"">Greg Wright</a>'], 'photo_reference': 'CmRaAAAAHqpcpT73wb4Tdf3iy57hoLkIpCG3q4YocntB_daEE9xjnGFHD5j6ggBnwYjKSay8jvhA0Z7pWkaHAkBTwxy9ImkfXVit8Xtl5FqrzD2a1CfPJ6HtfOVXO6syWKi60ZZIEhA3taIQxdNtJUKEQiIrkC7aGhQuwxTXXefou2JISs5ZSN8EY03nXw', 'width': 4032}]"
369,E.T. Adventure,ChIJea7Zft5-54gRSZ7WihkYxCo,"['point_of_interest', 'establishment']",284.0,4.2,"6000 Universal Blvd, Orlando, FL 32819, United States",28.4775913,-81.46652089999998,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106538119816117022066"">Frank Govers</a>'], 'photo_reference': 'CmRaAAAAvpG7B0DoskKduzKmJEXQqVvqq6VotHlur-7liIKtrISPK6qXYJiGbhcTih4vtpnxtLr3-1-gMYbsKLfnrbZsVnUY9ghpBhkEZFeRZU9WPBIGEqluWR6ph_xp_xVZHJyaEhAidDX3f2ZBIpa0bIMgq414GhR7JpGfloQQgrF0RD3nYj9-fWBGtQ', 'width': 4032}]"
493,Smallwood Store,ChIJaWcEZRVd2ogRYyWuQZfdVzY,"['tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",283.0,4.5,"360 Mamie St, Chokoloskee, FL 34138, United States",25.81,-81.3625,"[{'height': 1244, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112988156543730050758"">Smallwood Trading Post</a>'], 'photo_reference': 'CmRaAAAAXmLCKMF-LAXFRHxVEa3L6UdomCUusYqeUMolpIQn7yaeQe4dE7gxOHZFzVGHP5AFVoS1F0v0HFWPQhWR-Ul_uxnRPPnfyR8c2xjeCuONFWbxopGFQmv8UG0rjWU3ad-JEhBbz7fZXnb0OZ5-BSWPi62EGhRqFqAL_m6XDG08ih9QpgYxNaAYpQ', 'width': 2048}]"
689,Ross Norton Recreation Center,ChIJPZzl3ezwwogRCbJtPh1xmXg,"['point_of_interest', 'establishment']",281.0,4.4,"1426 S M.L.K. Jr Ave, Clearwater, FL 33756, United States",27.9449811,-82.79390749999999,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111769459588348690034"">A Google User</a>'], 'photo_reference': 'CmRaAAAA9tezhUhK9aS9c81Nz9LhTjOrY7eXU6xJ1S9B4Y2dl2JAU01zN-cF1P0PdSxwd71xnS9Fzmdvt64zC1hLNR67Au46DduYJD-ma8sU6MtEQo57buMeidWuFNeT9qX-z1xzEhB86QgqOsxG53Lb7iDrUn9FGhTxu93bMTBxKwRbLEnWmO3FhyKfMA', 'width': 4160}]"
563,Dudley Do-Right's Ripsaw Falls®,ChIJS7OV_x1_54gRRkqvjf7LhoA,"['point_of_interest', 'establishment']",281.0,4.6,"6000 Universal Blvd, Orlando, FL 32819, United States",28.469202199999998,-81.47181640000001,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101153867294886868954"">Lucas Ahlgren</a>'], 'photo_reference': 'CmRaAAAA-Wtsz-eyuFzTjBHxL5fMeNpwdtPBChFonreiSoJKYH7qYZLV9LsMRiQJwTbQNCS_SifQVf3RJqAso_UHZYGlECRXbacTz7cgXh9KkX8lZ6cMQtAFrhX6vfnM5_XldY1uEhBIg7_WWyhzRTsy3lmvLSaaGhTluJk-KsggIQ2MCrYhYJgzf9j-uw', 'width': 5472}]"
709,St. Augustine Wild Reserve,ChIJDScvUTQr5IgRKky9tLpgec0,"['tourist_attraction', 'point_of_interest', 'establishment']",280.0,4.8,"5190 Farm Creek Rd, St. Augustine, FL 32092, United States",29.951107,-81.51263399999998,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118280293264351656443"">Brittany Seibold</a>'], 'photo_reference': 'CmRaAAAAN4Gv4qFXMDkOrVUIDBlTlvop0i3ALRiUBn9YC_o5-KavC85paDgCBC2I4O0PXR8nVWENuO9OoT50yIL5xw8fwhHXBy2cJSJLMythywWv13mXVZ2hfKLGVZyv1BTjZWuOEhB4F57aQKWo1cxEUhyOu6ccGhR2GtHNE1WKkSuJ896omoBx5qJf7A', 'width': 3024}]"
167,Coral Gables Museum,ChIJpfo_G5q32YgRUADWEMdHrZo,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",267.0,4.3,"285 Aragon Ave, Coral Gables, FL 33134, United States",25.7505393,-80.2602801,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105321960822462110683"">Kara M.</a>'], 'photo_reference': 'CmRaAAAA26NQPaouGsNMe0UUNLqhznsjjyrzgrPFy2zVpXtwmT0u7mXqWc6COXPhsQbzvCHrldXM8BgeTlUFZH6dutbBymNATb7SQMFI5Gjl2y_cLFBRpgoV-CGmkFjAcPX31vUnEhDfcNC1303cBeehPo65kKNbGhRlxNThL90NcyZrAFnM71Ebg3venQ', 'width': 3024}]"
605,Poseidon's Fury™,ChIJR4VzJeB-54gRzLTEUISAbYM,"['tourist_attraction', 'point_of_interest', 'establishment']",266.0,3.5,"6000 Universal Blvd, Orlando, FL 32819, United States",28.473543,-81.47101090000001,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109717602968965213380"">Chris Burton</a>'], 'photo_reference': 'CmRaAAAA_7PTdrkdcZeFzWr0VLFefaj9WU1j1zcZ3sDbef_ZU6vYR8W_XpJvIG-Sn5o2IwmFEBEIBOb2mdfa8jXU4bv9WsKf5MworDebVQPu4Bq5cFUvDJ7QtI7jxtCPbvURtB98EhC_MXNjmP2ws_--s8weUZh4GhRpuVPpc-oSss_I-xId05KtMaNEjQ', 'width': 3200}]"
211,International Swimming Hall of Fame Museum,ChIJbc-9sC8A2YgR2MWI-FpfIlc,"['museum', 'point_of_interest', 'establishment']",266.0,4.4,"1 Hall of Fame Dr, Fort Lauderdale, FL 33316, United States",26.116326899999997,-80.106913,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107437989045246186586"">International Swimming Hall of Fame</a>'], 'photo_reference': 'CmRaAAAAEn3xJUaBxm4tI6AmVSGBuIHn-pfvr7PenH0_P9nsnmTunFugcjZkX7gEiBuoBiKywInWWx1-ndyPoxdgIDn0n_NFYLiZ5f2fzANzGpidEACHZR_rPG5BOw6brpvKl4cFEhDUvfrelXMSEdNHMzVheOcxGhS4Bkpy1Nx6ZIx86gzIDkt58lIiCg', 'width': 2048}]"
590,Lemon Bay Park and Environmental Center,ChIJTZEKmuNXw4gROFAq0XzsP-g,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",265.0,4.6,"570 Bay Park Blvd, Englewood, FL 34223, United States",26.972243300000002,-82.37397349999998,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114338416568455571899"">William Wheat</a>'], 'photo_reference': 'CmRaAAAAzRiesDDjfdgIWkjUj2OQy_kwxJg496d5GaaFdITLAO9IzAP-VdJbTgoW5eUVOs3KxuI1vAncjUa0sj2QFxRFU00j9dIBTmODPx34IajCdfWX2vXQA-adX7RrpgbZsvNvEhBLhaRaeYaCrg9PosQJ3BkbGhSo9pCgfLONj9pS249qJQDg753liw', 'width': 4096}]"
466,Pegasus and Dragon,ChIJffHI0YCs2YgREJR9kF5jMU0,"['tourist_attraction', 'point_of_interest', 'establishment']",264.0,4.5,"901 Federal Hwy, Hallandale Beach, FL 33009, United States",25.9823122,-80.1405461,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104151868482823510866"">A Google User</a>'], 'photo_reference': 'CmRaAAAA8TV2HzGPjQEDKmgv3CekRuZ-9n9eeCfhTP41XmLe1bNkZv50fzAnFLtMwyPB1zkOpfnjl1VDBLGpu4YoPPOdComrMKmWkOwDsDUY5NHHZYcU-yHj0vx86CB6LnX-WWsvEhAWU9e5sz8biD2T_zRkOUclGhRuqgGKC_HptXIVVmDbI22TVnYDmA', 'width': 4032}]"
489,Shrek 4-D,ChIJyYemI95-54gRz2lcMJcDMpY,"['tourist_attraction', 'point_of_interest', 'establishment']",262.0,3.7,"6000 Universal Blvd, Orlando, FL 32819, United States",28.4756087,-81.4679343,"[{'height': 1333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110593215233628059648"">Julio César Martinez Garavito</a>'], 'photo_reference': 'CmRaAAAAfvCyUTQQ1jvmp8Qv82rFy9vP8__qOrp46nlUaSNkooY-_nrLTrwlKuiHHzPzmkvpkIhEqyqIbpxTx6j6wuUxlww0lVRqvPPlx3-kRrtYkG_hgiEf34ai76Vsf0eNx3mUEhDHYLzNxEIhUPzQ-RpF3Oa2GhR5uWzUqI5jhLp7Tn6ZQ9slpNsEtw', 'width': 2000}]"
59,Jewish Museum of Florida Inc,ChIJveywtPO02YgREa3fTMjqsOM,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",261.0,4.5,"301 Washington Ave, Miami Beach, FL 33139, United States",25.7725316,-80.1343892,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113349198941278261898"">francis leung</a>'], 'photo_reference': 'CmRaAAAAhif9AxfsvOeGDwvp6d34J0Zj4gVf5V5AGdULsf1klYq2ZWanzHSXhcDb_OYlLIRk5SBcRMme6gqarjv84Vwnfl7bcYjvuRyOhucaiigoGGEpuCbjnQ_RAvsX2y3GBEi5EhDtse5n_CK3AaM66EXgXwCXGhSpM9ylA6fZnYNaDz-YXkaHpq-EQQ', 'width': 3648}]"
3,Albin Polasek Museum & Sculpture Gardens,ChIJ-UtH7xxw54gR8kcPnO3ji1U,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",259.0,4.6,"633 Osceola Ave, Winter Park, FL 32789, United States",28.596496000000002,-81.34346099999998,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115341933638043486469"">A Google User</a>'], 'photo_reference': 'CmRaAAAAXmV66K41YTcGzlmbl93aosCuZbSdBM7VoPIysBmXmvMf6EVLgEPGRCpbLRRQiuOi5iNvW8Ts2eQjFT5M7cPO1w4ROoq5CYxEncC7lumJhuWRhL0VsIw0JA2XWZjHo9BFEhARkNc5cfs1uSIEXxWoSv09GhSsMt2LbPUjMOiQpbs693crQIFT4g', 'width': 5312}]"
624,Slinky Dog Dash,ChIJN7cZMDx_3YgRDnxOz3U4LfE,"['tourist_attraction', 'point_of_interest', 'establishment']",252.0,4.6,"Disney's Hollywood Studios, 351 S Studio Dr N, Orlando, FL 32830, United States",28.3562479,-81.5628375,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111365141845085934496"">Chris Doncer</a>'], 'photo_reference': 'CmRaAAAAuSgQ9Fhbr4tNRCsLtFJ27pSRhLaMi687JdYcMTsR5ipDqgDIzROJ4NiHFrc3PSvSZLDntzqy_N732qJQwr_lent03HQvW6A5LZMs0G2H-8dc2kfaRhj0-REdotcTJXiEEhAwydFocrk6QuPC_9whhzXuGhTXWZubvxOlU3ZBpCdsUB3CD1hfrQ', 'width': 3024}]"
670,Pa-Hay-Okee Lookout Tower,ChIJQ6BMuBX_2YgRUiCf7ZnyCZM,"['tourist_attraction', 'point_of_interest', 'establishment']",252.0,4.5,"40001 State Hwy 9336, Homestead, FL 33034, United States",25.4416472,-80.78396409999998,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108937944240284064510"">Fraser Cambridge</a>'], 'photo_reference': 'CmRaAAAAcZKiinrnfXDbAZJMFRn-DSYpywSbxsbWSTsnrjalvDgVYs1XtOAJgv9KA7perzePpb62aeWXKe1KRkUHWa0_OO9Nm8zuXODtCZ1OSKmBQBbYkAp6rfRBYesHznB-MhJNEhDU70yJT17VKSxuTRCNgzklGhTx4ROVfKh3uZkdHlkhFaPXe5gO1w', 'width': 6000}]"
480,Rocket Garden,ChIJt4ckZDGu4IgRI7o6-yqOosg,"['museum', 'point_of_interest', 'establishment']",248.0,4.8,"405 Nasa Pkwy W, Merritt Island, FL 32953, United States",28.5234516,-80.6830033,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111524807744545422901"">Marcin Stepien</a>'], 'photo_reference': 'CmRaAAAApG_DWNuS0b2Oenqo5QBZk4QAht35oflDFjNovHXq8zzO5DL3pqL4hH0QyRUwJ4vI8CYNP-naqIuIWynSmd3oxLWcyGdjClkzx3yjxiFPZAx1bRjML6c2Wd2NeuA0baeKEhAsZ5wrI9L3m1mD79XCneG0GhR7kZaiT6CgauFqtUwfwwl0KQjL5Q', 'width': 2988}]"
214,Key West Art & Historical Society,ChIJJy9obOy20YgRh2CHXz56Iyk,"['art_gallery', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",247.0,4.6,"281 Front St, Key West, FL 33040, United States",24.5583333,-81.80694439999998,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112913907278614638460"">Ron Beaton</a>'], 'photo_reference': 'CmRaAAAAFbQjjZ4qWR3royYiAP4VHLb4y-RShv7MdGYukBJe1zZyA8I0jjVMeOy-pJS_toue9ORtLt6pUiWvyNfSnwJ2SUM4bQc8PZXfM8roXxt-2HOHjix8ejJI1sH54EucpRf_EhANzF_yelF9nf44rUX9WahMGhSiiTr4y-Ph43ShIOlP9T9IAkHc5w', 'width': 4048}]"
571,Flight of the Hippogriff™,ChIJxVczpR9_54gRVoo5m0Y23cA,"['tourist_attraction', 'point_of_interest', 'establishment']",244.0,4.1,"6000 Universal Blvd, Orlando, FL 32819, United States",28.472417,-81.4739257,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114403170551238244802"">Sanjay Gupta</a>'], 'photo_reference': 'CmRaAAAAw0nUhxGJ5BvYPh5UJAP_M1zb314K6I86i7SwuOn8cz0JGonFaM0GjSNkRDAggogNqJQKSSen265YV8GuPb2_pCNmRMZsHOxpPanQ7YiFoFINm5eSVzPNxco5S4OwHT93EhC1zHvwr99FuxFzLLiHzMflGhQNGln9ti9YaGpv9xRUoGgxnR3t7w', 'width': 1619}]"
671,Rocket Launch View Point,ChIJKe0fVT2m4IgRitZxB-qwlhs,"['tourist_attraction', 'point_of_interest', 'establishment']",242.0,4.8,"FL-401, Cape Canaveral, FL 32920, United States",28.419018800000003,-80.6077454,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116340409624675096724"">Ron Clark</a>'], 'photo_reference': 'CmRaAAAAmcJgaQmM35IHlwxKXXd2W9VJs9cA5bI_9CPYlWowtCEsGdv3t90veku2XkFWAsagwjURRWYl-zolLRxNRsVfNXwz6noKimUmZgpUYiX099EnhGtkt3VMpBI2Rs8lMPKCEhAyAmhJ7E26x5MgYxFLGHFdGhSGbXHbVenSOoWhxqr9TYh9QEqtCA', 'width': 4032}]"
164,Colonial Quarter,ChIJaXSQbL4n5IgR41hDG9udv2o,"['tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",239.0,4.5,"43 St George St, St. Augustine, FL 32084, United States",29.896240000000002,-81.313052,"[{'height': 664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113124173137077837509"">Colonial Quarter</a>'], 'photo_reference': 'CmRaAAAABcfuFeLLI7pnqX0wRH5JuTHSS5GTBWvAavhrpkw6XUtvKW8JmPH1bdqy5ntR9XkFSfj0AtXAST0GtGhZnjEMNsBvcV1G1hIMdGlmJVSaqe7ZvimBey1mJVezJ25_40HhEhD281zJBzb0g7CmRS9ygntZGhT5_gp8D7b8GRtwTANgRHngfY8rTA', 'width': 1000}]"
256,Pensacola Children's Museum,ChIJ4_eGj7LAkIgROpJAQqC5_h0,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",235.0,4.2,"115 Zaragoza St, Pensacola, FL 32502, United States",30.408296000000004,-87.2127429,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108034905375374669135"">christopher slattum</a>'], 'photo_reference': 'CmRaAAAAmGL_cDEpF7AGwQYJYQoxBYRwTy8rUyQjyCrc2xcvqAeKm9KPRv5ELe8405SupmLJVY1O1vgiajMa8u9Dis5YZSTYpVtkNmVwc5akHD9RG7_d-lgWQjA9tekdjNaL4GDCEhDdIoKYVl-uoGz5i9betinoGhTBfv4nD1Ir3yMGVaLWY0VeVe5Lxw', 'width': 3024}]"
531,Walt Disney's Carousel of Progress,ChIJ5zfYKZ-A54gRmP1Afcl6gCc,"['amusement_park', 'point_of_interest', 'establishment']",233.0,4.5,"1180 Seven Seas Drive, Orlando, FL 32830, United States",28.418044800000004,-81.5790767,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111160761935169011529"">allen holmes</a>'], 'photo_reference': 'CmRaAAAAkQdlpm4B9sgrIHKLuo7MX8G070gyIwriYGoJwrk2AM0ZP7HeaNuTYF7FFyjDDwfQIh4VTjMCbGDcKnM1JKTd2fCl_W8so3NebQr8yk_u77io7OerDcncgODe8qgzSYkAEhCTnjwLsjFFyXM6LMfj8sK1GhRCIKzEx3wH6KQiCBdGS8OwSxamwg', 'width': 5312}]"
185,The Florida Museum of Photographic Arts,ChIJl48dBozEwogR0kCEM2jFcR8,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",229.0,4.1,"400 North Ashley Drive Cube 200, Tampa, FL 33602, United States",27.9475848,-82.46027120000001,"[{'height': 1574, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100935618902827653481"">A Google User</a>'], 'photo_reference': 'CmRaAAAApRtKFpGYVU_fWaZfgL6-seqgy3sSWz_EDnNHD86yD6vPHQx9lc7oWeZjedsbgXStIsxNMgGvAKHLUE2MO4qC-WjR0FQb_Moia0dzxsgZ2LG5eqH2sqHYkxJSXxq2M-LqEhDnNOn21ukDSJu6QVEwa8LAGhTs62vZQt6Ie7CPw5k5ALIM-A6-sg', 'width': 2048}]"
102,Pensacola Museum of Art,ChIJzyNfE63AkIgRHWLW-uB3xWY,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",228.0,4.3,"407 S Jefferson St, Pensacola, FL 32502, United States",30.407967100000004,-87.21339139999998,"[{'height': 2798, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116115800298813968368"">Pensacola Museum of Art</a>'], 'photo_reference': 'CmRaAAAA_fVhjJKPi_JHswIKK8JPgPIo9TmKR8AB25bmHm1ln-5h9JjI9suvv92wKIQ_vNeYk9q6dMeIsjD5C1l9vVXgwJw3fsa2dHpEfFxBvkEHIIwFCaCLrUWj9kN72QI6IKPHEhDdw3Hp2lntmHg7nV-IFcRMGhT8NaZgkgiiG6zEbnLasktOXmXoIA', 'width': 4700}]"
